계약일,자치구명,법정동명,건물명,물건금액(만원),평,평당금액(만원),층,건축년도,건물연령
2026-02-21,은평구,응암동,녹번역e편한세상캐슬,157000,30.17817708806002,5202.434843624698,23.0,2021.0,5.0
2026-02-21,노원구,중계동,한화꿈에그린,85500,25.68351635054603,3328.9834161739414,9.0,2005.0,21.0
2026-02-21,노원구,상계동,한신2차,35000,13.891157697310707,2519.5884146341464,7.0,1988.0,38.0
2026-02-21,강동구,성내동,해가든(454-1),84900,25.099071301086003,3382.595275400747,5.0,2005.0,21.0
2026-02-21,성동구,금호동4가,롯데,150000,25.710137036028677,5834.274620543593,8.0,2003.0,23.0
2026-02-21,성북구,장위동,래미안포레카운티,111700,18.12626675136885,6162.327937249665,7.0,2021.0,5.0
2026-02-21,서초구,반포동,래미안퍼스티지,570000,25.691986568654148,22185.90604026845,13.0,2009.0,17.0
2026-02-21,성북구,장위동,래미안장위퍼스트하이,135000,25.6950116465499,5253.9380739345415,12.0,2020.0,6.0
2026-02-21,성북구,하월곡동,래미안월곡,95000,18.076050458299303,5255.572848679586,15.0,2006.0,20.0
2026-02-21,강남구,삼성동,래미안라클래시,391000,21.777535771546116,17954.281150159746,20.0,2021.0,5.0
2026-02-21,은평구,녹번동,거장메카,46800,12.393744138911577,3776.098608738101,5.0,2019.0,7.0
2026-02-21,은평구,불광동,라이프미성,77000,20.177269564691294,3816.1754122938523,10.0,1988.0,38.0
2026-02-21,중랑구,면목동,라온프라이빗,103800,20.620745984209094,5033.7655135991545,19.0,2020.0,6.0
2026-02-21,강서구,등촌동,등촌동아이파크,134000,40.80315818132318,3284.059518249149,8.0,2004.0,22.0
2026-02-21,강서구,등촌동,"등촌7,8단지주공아파트",68500,12.65995099373809,5410.763440860214,11.0,1994.0,32.0
2026-02-21,강동구,둔촌동,둔촌하이츠,108000,18.086940738724024,5971.159056698444,4.0,1998.0,28.0
2026-02-21,서대문구,홍은동,두산,59000,18.06879027134949,3265.298844801607,1.0,1997.0,29.0
2026-02-21,노원구,상계동,두산,57000,20.14701878573373,2829.202702702703,12.0,1994.0,32.0
2026-02-21,성북구,석관동,두산,94500,25.682911334966878,3679.4893992932857,5.0,1998.0,28.0
2026-02-21,동작구,신대방동,동작협성휴포레시그니처,95000,25.70892700487038,3695.2145059186214,20.0,2022.0,4.0
2026-02-21,양천구,신정동,동일하이빌2단지,108000,25.699549263393532,4202.408333823789,7.0,2005.0,21.0
2026-02-21,중구,황학동,롯데캐슬,103500,18.13231690716036,5708.040540540541,24.0,2008.0,18.0
2026-02-21,중구,황학동,롯데캐슬,119000,25.688961490758388,4632.339849269901,10.0,2008.0,18.0
2026-02-21,강남구,대치동,래미안대치팰리스,655000,45.77245364068125,14309.916727248694,24.0,2015.0,11.0
2026-02-21,동대문구,용두동,롯데캐슬피렌체,49800,11.413618900686693,4363.208587331036,4.0,2009.0,17.0
2026-02-21,은평구,녹번동,힐스테이트녹번,124000,18.131711891581208,6838.8468083686475,10.0,2019.0,7.0
2026-02-21,송파구,신천동,롯데캐슬골드,365000,56.765586713857886,6429.952038369304,12.0,2005.0,21.0
2026-02-21,은평구,대조동,힐스테이트 메디알레,118199,18.123241673473093,6521.95684026039,18.0,0.0,2026.0
2026-02-21,동작구,흑석동,흑석한강센트레빌Ⅱ,210000,25.69833923223523,8171.734293887064,3.0,2012.0,14.0
2026-02-21,영등포구,영등포동7가,훼미리하우스117,10900,5.136582266993376,2122.0335689045933,6.0,2012.0,14.0
2026-02-21,광진구,화양동,화양동동도센트리움캠퍼스파크,22900,4.082947635901625,5608.6930428984215,20.0,2019.0,7.0
2026-02-21,서대문구,홍제동,홍제역해링턴플레이스,165000,25.698036724445657,6420.723955267804,18.0,2024.0,2.0
2026-02-21,은평구,신사동,홍익,42800,18.13231690716036,2360.4264264264266,3.0,1995.0,31.0
2026-02-21,서대문구,홍은동,홍은동아더프라임,67000,18.112048885258794,3699.194962670987,9.0,2014.0,12.0
2026-02-21,서대문구,홍제동,홍제비콘드림힐,63800,19.44338566718093,3281.321529700968,13.0,2006.0,20.0
2026-02-21,강남구,압구정동,"현대2차(10,11,20,23,24,25동)",970000,59.54563330005748,16290.027433448484,1.0,1976.0,50.0
2026-02-21,서대문구,홍은동,홍은동벽산,74500,25.646610400217806,2904.867303609342,11.0,1997.0,29.0
2026-02-21,강동구,천호동,형인허브빌,67300,22.77883655504129,2954.496812749004,7.0,2008.0,18.0
2026-02-21,동작구,대방동,현대홈타운2,114700,18.117191517681583,6331.003339455668,3.0,1999.0,27.0
2026-02-21,송파구,방이동,현대주상복합,29000,7.0877575097558765,4091.5620998719587,8.0,1998.0,28.0
2026-02-21,영등포구,양평동3가,현대3차,132000,25.598209153885715,5156.6107303237995,3.0,1991.0,35.0
2026-02-21,서대문구,홍은동,홍은동벽산,74000,25.70106180234141,2879.258474576271,4.0,1997.0,29.0
2026-02-21,강서구,내발산동,마곡수명산파크4단지,114000,18.102066128202804,6297.623663101604,14.0,2008.0,18.0
2026-02-22,영등포구,문래동6가,현대2차,102000,24.115920984965364,4229.570998494732,2.0,1987.0,39.0
2026-02-22,은평구,갈현동,라이프시티,44400,23.93139123332426,1855.3037542662116,4.0,1991.0,35.0
2026-02-22,관악구,남현동,르메이르강남타운1,73800,40.03993102822398,1843.160018132366,4.0,2002.0,24.0
2026-02-22,마포구,상수동,래미안밤섬리베뉴Ⅰ,220000,25.710137036028677,8556.936110130604,12.0,2014.0,12.0
2026-02-22,서대문구,북아현동,두산,133000,18.138367062951872,7332.523348899266,15.0,1999.0,27.0
2026-02-22,송파구,방이동,동광팰리스,36800,7.269262183501226,5062.411985018726,11.0,2018.0,8.0
2026-02-22,성북구,보문동6가,보문파크뷰자이,119300,22.07399340533019,5404.549952035082,1.0,2017.0,9.0
2026-02-22,영등포구,양평동5가,동보,119500,25.555858063345134,4676.031605113636,18.0,1998.0,28.0
2026-02-22,중랑구,묵동,브라운스톤태릉,84000,25.62513234715794,3278.0318502166238,19.0,2004.0,22.0
2026-02-22,동대문구,이문동,이문스카이뷰,35000,7.862177451069365,4451.692958830319,11.0,2020.0,6.0
2026-02-22,중랑구,신내동,벽산,58700,25.691986568654148,2284.7590957258913,14.0,2000.0,26.0
2026-02-22,은평구,진관동,상림마을8단지롯데캐슬(821~830동)BL1-12,98000,30.783192667211182,3183.555424528302,4.0,2008.0,18.0
2026-02-22,양천구,목동,목동에버하임,44300,12.420969839973381,3566.5491962981,6.0,2019.0,7.0
2026-02-22,강서구,등촌동,주공10,100000,17.587802885924315,5685.758513931888,8.0,1995.0,31.0
2026-02-22,마포구,도화동,우성,160000,20.854887013340594,7672.062663185378,3.0,1991.0,35.0
2026-02-22,서초구,양재동,우성,189500,22.128444807453796,8563.63841421736,2.0,1991.0,35.0
2026-02-22,금천구,시흥동,우방,58000,25.664760867592342,2259.9080622347947,14.0,2002.0,24.0
2026-02-22,강남구,역삼동,대우디오빌플러스,30900,10.409293039295761,2968.5013077593726,13.0,2004.0,22.0
2026-02-22,노원구,월계동,월계흥화브라운빌,55000,18.086940738724024,3040.8680381334666,7.0,2004.0,22.0
2026-02-22,양천구,신정동,목동우성2,148000,34.458662310554494,4295.001316829076,13.0,2000.0,26.0
2026-02-22,강서구,방화동,마곡센트레빌,73000,13.87300722993617,5262.017008286088,5.0,2021.0,5.0
2026-02-22,강동구,성내동,현대,120000,25.58005868651118,4691.154210028382,4.0,1987.0,39.0
2026-02-22,중랑구,망우동,대보,31000,13.313367819221344,2328.4867075664624,3.0,1988.0,38.0
2026-02-22,성북구,돈암동,한신,78800,20.609855703784373,3823.4134742404226,6.0,1998.0,28.0
2026-02-22,영등포구,대림동,신동아,60000,20.392050095289953,2942.3230974632843,10.0,1987.0,39.0
2026-02-22,영등포구,신길동,신길센트럴자이아파트,169000,18.14441721874338,9314.159719906636,3.0,2021.0,5.0
2026-02-22,구로구,구로동,신구로자이,120000,40.4694920894213,2965.196591418747,23.0,2007.0,19.0
2026-02-22,노원구,월계동,성원(사슴4),63000,18.13231690716036,3474.4594594594596,11.0,1995.0,31.0
2026-02-22,성북구,동소문동4가,송산아파트,62000,17.723931391233325,3498.095238095238,9.0,1998.0,28.0
2026-02-22,구로구,오류동,포스시티,9600,5.3695132649665736,1787.8715492957745,13.0,2014.0,12.0
2026-02-22,금천구,독산동,금천롯데캐슬골드파크3차,100000,18.140182109689327,5512.623820164759,22.0,2018.0,8.0
2026-02-22,서대문구,연희동,대림,70000,25.634510088634784,2730.6938871843286,1.0,1993.0,33.0
2026-02-22,강동구,천호동,천호2차우림루미아트,74500,25.704086880237167,2898.3717782746853,5.0,2004.0,22.0
2026-02-22,성북구,정릉동,중앙하이츠빌1단지,55800,18.14441721874338,3075.3261087029014,2.0,2004.0,22.0
2026-02-22,성북구,장위동,푸르지오 라디우스 파크,160449,25.68593641286263,6246.570007066305,17.0,0.0,2026.0
2026-02-22,관악구,봉천동,관악캠퍼스타워,19500,8.63962247027861,2257.043067226891,18.0,1998.0,28.0
2026-02-22,성동구,용답동,청계리버뷰자이,203000,23.878452370148533,8501.388484195857,15.0,0.0,2026.0
2026-02-22,성북구,삼선동2가,창경궁 롯데캐슬 시그니처,128000,18.135644492845692,7057.923971243182,18.0,0.0,2026.0
2026-02-22,도봉구,창동,창동주공18단지,45000,13.885107541519194,3240.8823529411766,2.0,1988.0,38.0
2026-02-22,도봉구,창동,창동주공2단지,55800,15.107239011404543,3693.593512214658,3.0,1990.0,36.0
2026-02-22,강서구,염창동,금호타운,96000,18.114166439785826,5299.719438877755,2.0,1999.0,27.0
2026-02-22,성동구,용답동,청계리버뷰자이,155000,18.120821611156487,8553.696036860205,25.0,0.0,2026.0
2026-02-22,은평구,진관동,구파발9단지래미안(916~928동)BL3-2,109000,30.852769458813565,3532.9081282478674,10.0,2010.0,16.0
2026-02-23,성북구,장위동,래미안장위퍼스트하이,133000,25.6950116465499,5176.101954320697,16.0,2020.0,6.0
2026-02-23,노원구,월계동,롯데캐슬루나,89000,25.7086244970808,3461.8732717538387,5.0,2006.0,20.0
2026-02-23,구로구,오류동,썬앤빌,8000,4.2544695525909795,1880.3754266211604,9.0,2014.0,12.0
2026-02-23,서대문구,홍은동,두산,72000,25.664760867592342,2805.4031117397453,7.0,1997.0,29.0
2026-02-23,노원구,중계동,롯데(505),86000,25.704086880237167,3345.7714487466164,3.0,1989.0,37.0
2026-02-23,동작구,상도동,쌍용스윗닷홈,133000,25.688053967389664,5177.503915588162,8.0,2003.0,23.0
2026-02-23,서초구,서초동,아남,219000,21.50830383882385,10182.113924050633,4.0,1989.0,37.0
2026-02-23,중구,황학동,롯데캐슬,143000,34.758145022234324,4114.14360313316,25.0,2008.0,18.0
2026-02-23,성북구,정릉동,동일스카이,34500,25.01436912000484,1379.2072802031685,3.0,2010.0,16.0
2026-02-23,용산구,서빙고동,신동아,370000,28.937895150800134,12786.002508885636,13.0,1984.0,42.0
2026-02-23,영등포구,영등포동7가,아크로타워스퀘어,178000,18.059715037662222,9856.190954773869,22.0,2017.0,9.0
2026-02-23,은평구,구산동,동익파크2동(355-98),44000,25.698036724445657,1712.193054738081,6.0,1991.0,35.0
2026-02-23,노원구,중계동,양지마을(대림)1,96500,25.682911334966878,3757.3621908127207,3.0,1998.0,28.0
2026-02-23,양천구,목동,롯데캐슬위너,128000,18.14441721874338,7054.511503834612,15.0,2005.0,21.0
2026-02-23,영등포구,양평동2가,양평벽산블루밍,97000,19.52385273920804,4968.281685776262,12.0,1990.0,36.0
2026-02-23,은평구,대조동,힐스테이트 메디알레,123179,18.13231690716036,6793.340345345346,19.0,0.0,2026.0
2026-02-23,노원구,공릉동,화랑대디오베이션,66900,18.146837281059987,3686.5928185637126,17.0,2021.0,5.0
2026-02-23,구로구,구로동,현대,55000,17.088665033124606,3218.50770047796,6.0,1988.0,38.0
2026-02-23,양천구,신정동,신트리4,80000,18.06879027134949,4427.523857358111,2.0,2000.0,26.0
2026-02-23,성동구,옥수동,동인샤인빌,119000,17.291345252140243,6882.055633310007,9.0,2003.0,23.0
2026-02-23,양천구,신정동,신트리3,110000,25.652660556009316,4288.054245283019,12.0,2000.0,26.0
2026-02-23,강북구,미아동,에스케이북한산시티,68000,18.14441721874338,3747.7092364121377,21.0,2004.0,22.0
2026-02-23,동작구,흑석동,흑석동양아파트,147500,25.710137036028677,5737.036710201201,7.0,2003.0,23.0
2026-02-23,서대문구,북가좌동,DMC한양,79000,19.7658589708685,3996.7906336088154,2.0,1987.0,39.0
2026-02-23,도봉구,방학동,우성아파트1,51500,25.365278155912513,2030.3345259391772,8.0,1992.0,34.0
2026-02-23,강서구,화곡동,일성스카이빌,47000,23.087394500408383,2035.7429245283022,7.0,2001.0,25.0
2026-02-23,성동구,성수동1가,우성,155000,25.613334543364495,6051.535372623124,6.0,2004.0,22.0
2026-02-23,종로구,무악동,인왕산아이파크,205000,47.58114771455365,4308.429070055757,6.0,2008.0,18.0
2026-02-23,구로구,개봉동,현대홈타운,76000,17.99618840185135,4223.116490166414,3.0,2001.0,25.0
2026-02-23,구로구,개봉동,현대홈타운,89500,34.78839580119188,2572.696956521739,5.0,2001.0,25.0
2026-02-23,마포구,연남동,홍익하이빌,39800,17.261094473182688,2305.763406940063,3.0,2004.0,22.0
2026-02-23,서초구,반포동,래미안퍼스티지,810000,51.21759385304172,15814.878034374815,8.0,2009.0,17.0
2026-02-23,동작구,사당동,두산위브트레지움,238000,35.2775508969356,6746.50008146325,14.0,2011.0,15.0
2026-02-23,성북구,장위동,래미안장위퍼스트하이,108000,18.14744229663914,5951.251875312551,9.0,2020.0,6.0
2026-02-23,금천구,가산동,두산,67800,18.102066128202804,3745.4288101604275,16.0,1998.0,28.0
2026-02-23,금천구,가산동,두산,64000,18.102066128202804,3535.508021390374,4.0,1998.0,28.0
2026-02-23,관악구,신림동,신림동신도브래뉴,98000,24.630184227243852,3978.857774502579,15.0,2003.0,23.0
2026-02-23,도봉구,창동,동아청솔,88000,25.704086880237167,3423.580087089561,2.0,1997.0,29.0
2026-02-23,서초구,우면동,엘에이치서초4단지,171000,18.129291829264606,9432.24929083931,17.0,2013.0,13.0
2026-02-23,강남구,역삼동,역삼래미안,331500,24.463804942977283,13550.631260046988,17.0,2005.0,21.0
2026-02-23,서대문구,연희동,연희파크푸르지오,118000,25.652660556009316,4599.912735849057,14.0,2018.0,8.0
2026-02-23,영등포구,영등포동,영등포푸르지오,153000,18.123846689052243,8441.916477500334,21.0,2002.0,24.0
2026-02-23,송파구,방이동,올림픽선수기자촌1단지,385000,36.673019330247755,10498.181143281367,6.0,1988.0,38.0
2026-02-23,서대문구,홍은동,힐스테이트홍은포레스트,97500,18.102066128202804,5386.125501336897,6.0,2023.0,3.0
2026-02-23,양천구,신정동,신트리1,95000,18.06879027134949,5257.684580612757,8.0,1999.0,27.0
2026-02-23,강동구,둔촌동,현대4,143000,34.758145022234324,4114.14360313316,7.0,1996.0,30.0
2026-02-23,성북구,돈암동,한진(609-1),98000,40.22143570196933,2436.5117328519855,3.0,1998.0,28.0
2026-02-23,강남구,도곡동,현대그린1,245000,25.691986568654148,9536.047333097844,2.0,2006.0,20.0
2026-02-23,동작구,대방동,대림아파트,200000,40.611670750521824,4924.692737430168,11.0,1993.0,33.0
2026-02-23,강북구,수유동,수유벽산1차,52000,19.293946819130593,2695.145813734713,6.0,1993.0,33.0
2026-02-23,성동구,하왕십리동,센트라스,131000,12.38466890522431,10577.594040058622,26.0,2016.0,10.0
2026-02-23,서대문구,연희동,대림,78500,25.634510088634784,3062.278144913854,3.0,1993.0,33.0
2026-02-23,노원구,상계동,수락리버시티3단지,52000,25.676861179175365,2025.1696512723845,12.0,2009.0,17.0
2026-02-23,마포구,신수동,신수동성원,110000,18.077865505036755,6084.789156626506,2.0,1998.0,28.0
2026-02-23,성북구,동소문동4가,송산아파트,63000,17.723931391233325,3554.516129032258,14.0,1998.0,28.0
2026-02-23,구로구,항동,항동중흥에스클래스베르데카운티,83900,25.710137036028677,3263.3042710907166,17.0,2019.0,7.0
2026-02-23,강서구,방화동,한미(286-1),38500,12.106361738814776,3180.146176911544,3.0,1988.0,38.0
2026-02-23,동작구,신대방동,신동아,53000,14.57482530175152,3636.407222914072,2.0,1993.0,33.0
2026-02-23,은평구,녹번동,대림아파트(276),75000,25.6950116465499,2918.85448551919,11.0,1993.0,33.0
2026-02-23,송파구,송파동,송파센텀레이크,140000,21.560637686420424,6493.31443884781,4.0,2024.0,2.0
2026-02-23,동작구,신대방동,현대,100000,25.583083764406933,3908.8329194749913,11.0,1996.0,30.0
2026-02-23,중랑구,상봉동,더샵 퍼스트월드,135574,25.696826693287353,5275.904360417207,14.0,0.0,2026.0
2026-02-23,관악구,봉천동,현대(관악),105500,37.29618537677346,2828.7075188579765,11.0,1992.0,34.0
2026-02-23,성동구,옥수동,한남하이츠,329000,45.19163868469613,7280.107771604526,2.0,1982.0,44.0
2026-02-23,은평구,신사동,현대1,55500,25.462080648576702,2179.7118925983127,2.0,1997.0,29.0
2026-02-23,도봉구,창동,대우,63500,25.676861179175365,2473.043708765316,1.0,1995.0,31.0
2026-02-23,영등포구,신길동,우성1,94000,15.01648667453187,6259.786462530217,8.0,1986.0,40.0
2026-02-23,성북구,돈암동,한진(609-1),70000,18.02341410291315,3883.8368580060423,17.0,1998.0,28.0
2026-02-23,중랑구,신내동,신내9진흥,49500,15.070938076655475,3284.467081493376,10.0,1996.0,30.0
2026-02-23,성북구,돈암동,한진(609-1),97500,34.38606044105636,2835.4513064133016,18.0,1998.0,28.0
2026-02-23,관악구,봉천동,현대(관악),96000,17.723931391233325,5416.405529953917,9.0,1992.0,34.0
2026-02-23,노원구,중계동,성원1,69800,18.074840427140998,3861.7215062761506,2.0,1996.0,30.0
2026-02-23,성북구,돈암동,돈암코오롱하늘채,114000,25.63965272105757,4446.238068832073,6.0,2016.0,10.0
2026-02-23,영등포구,신길동,신길레전드힐스,9600,4.156457028768491,2309.659388646288,5.0,2013.0,13.0
2026-02-23,강남구,역삼동,현대까르띠에710,390000,45.28541609946456,8612.044088176352,21.0,2001.0,25.0
2026-02-23,관악구,신림동,신림현대,44500,10.545421544604773,4219.840791738382,7.0,1993.0,33.0
2026-02-23,노원구,월계동,한진한화그랑빌,102000,25.704086880237167,3968.240555490173,24.0,2002.0,24.0
2026-02-23,중랑구,묵동,한국,76500,34.74906978854706,2201.4977800992424,13.0,1999.0,27.0
2026-02-23,영등포구,여의도동,대우트럼프월드Ⅰ,52000,10.197537586592855,5099.270246217739,5.0,2002.0,24.0
2026-02-23,노원구,공릉동,시영3차(라이프)아파트,41500,11.97930846719303,3464.306818181818,11.0,1994.0,32.0
2026-02-23,노원구,공릉동,동부아파트,69100,25.649635478113563,2693.9954004009905,4.0,1996.0,30.0
2026-02-23,노원구,공릉동,동부아파트,69000,25.649635478113563,2690.0967095176316,11.0,1996.0,30.0
2026-02-23,구로구,고척동,대우,71500,18.13231690716036,3943.235735735736,17.0,1999.0,27.0
2026-02-23,동작구,대방동,대림아파트,195000,40.611670750521824,4801.575418994414,12.0,1993.0,33.0
2026-02-23,광진구,구의동,해성아파트,61000,13.72175333514838,4445.496031746032,4.0,2002.0,24.0
2026-02-23,성북구,돈암동,한신,79000,20.609855703784373,3833.117569352708,20.0,1998.0,28.0
2026-02-23,성북구,돈암동,한진(609-1),93000,34.38606044105636,2704.58432304038,7.0,1998.0,28.0
2026-02-23,구로구,신도림동,동아3,140000,18.150467374534895,7713.3,18.0,2000.0,26.0
2026-02-23,송파구,오금동,현대(2-4차),205500,39.6073448891309,5188.431604674252,6.0,1984.0,42.0
2026-02-23,강북구,번동,한솔솔파크,68000,25.676861179175365,2648.2987747408106,13.0,2005.0,21.0
2026-02-23,서초구,잠원동,신반포16,203846,16.162991197023324,12611.89822571589,1.0,1983.0,43.0
2026-02-23,노원구,공릉동,시영2단지(라이프)아파트,31000,10.41836827298303,2975.51393728223,11.0,1994.0,32.0
2026-02-23,동대문구,답십리동,대림,84500,25.610309465468735,3299.4525159461377,8.0,2003.0,23.0
2026-02-23,성동구,마장동,현대,168700,49.87143418943038,3382.6979861700834,20.0,1998.0,28.0
2026-02-23,강남구,개포동,우성8,272000,24.08264512811205,11294.440396935059,5.0,1987.0,39.0
2026-02-23,도봉구,쌍문동,한양2,49000,23.268899174153734,2105.8151326053044,8.0,1988.0,38.0
2026-02-23,마포구,신수동,마포경남아너스빌,165000,25.698036724445657,6420.723955267804,12.0,2007.0,19.0
2026-02-23,성동구,도선동,삼성쉐르빌,97000,21.580905708321993,4494.7140454163155,7.0,2006.0,20.0
2026-02-23,강남구,개포동,개포더샵트리에,305000,32.7316453398675,9318.199462112181,3.0,2021.0,5.0
2026-02-23,성북구,정릉동,정릉풍림아이원,53000,18.114166439785826,2925.886773547094,17.0,2005.0,21.0
2026-02-23,관악구,신림동,삼성산주공(주공3단지),51300,17.711831079650302,2896.369086251067,17.0,2000.0,26.0
2026-02-23,관악구,신림동,삼성산주공(주공3단지),49500,17.711831079650302,2794.7421007685734,2.0,2000.0,26.0
2026-02-23,강서구,염창동,강변한솔솔파크,125000,25.704086880237167,4863.039896434036,10.0,2005.0,21.0
2026-02-23,성북구,정릉동,중앙하이츠빌1단지,68500,25.707111958132923,2664.632266415627,5.0,2004.0,22.0
2026-02-23,동작구,사당동,삼성그린(205),65000,19.62973046555949,3311.30374479889,5.0,2001.0,25.0
2026-02-23,은평구,대조동,제이타워1,10700,3.699670266509363,2892.14963205233,7.0,2012.0,14.0
2026-02-23,양천구,신정동,주건드림빌,74000,23.955591856490305,3089.0491223639347,10.0,2004.0,22.0
2026-02-23,강서구,방화동,장미,54500,14.883383247118616,3661.8018292682923,14.0,1994.0,32.0
2026-02-23,노원구,상계동,상계주공11(고층),43000,12.493571709471519,3441.769975786925,12.0,1988.0,38.0
2026-02-23,은평구,대조동,대경홈타운,13000,4.17158241824727,3116.3234227701237,7.0,2014.0,12.0
2026-02-23,양천구,신월동,서울,30000,18.14139214084763,1653.6768384192094,5.0,1993.0,33.0
2026-02-23,노원구,상계동,상계주공14(고층),59800,17.96593762289379,3328.520963125105,6.0,1989.0,37.0
2026-02-23,강서구,방화동,청솔,71000,17.860059896542335,3975.3506097560976,7.0,1994.0,32.0
2026-02-23,노원구,상계동,상계주공13(고층),34700,13.77922981516774,2518.282985729967,15.0,1989.0,37.0
2026-02-23,노원구,하계동,학여울청구,84300,25.64358532232205,3287.371829656718,18.0,1999.0,27.0
2026-02-23,양천구,신정동,학마을1단지,69700,18.14441721874338,3841.401967322441,6.0,2000.0,26.0
2026-02-23,노원구,중계동,금호타운(583),79800,25.707111958132923,3104.199341021417,6.0,1997.0,29.0
2026-02-23,강서구,방화동,개화,85500,30.81344344616874,2774.7629098763005,2.0,1994.0,32.0
2026-02-23,노원구,중계동,금호타운(583),55700,18.00526363553862,3093.5398185483864,6.0,1997.0,29.0
2026-02-23,강남구,논현동,경남논현,184500,25.67988625707112,7184.611261632701,3.0,1996.0,30.0
2026-02-23,노원구,월계동,주공2,31300,11.688900989200473,2677.753881987577,3.0,1992.0,34.0
2026-02-23,강북구,미아동,미아한일유앤아이,72700,25.577638624194577,2842.3264973034343,12.0,2002.0,24.0
2026-02-23,성북구,삼선동2가,삼선푸르지오,105000,34.68251807484043,3027.4618403837762,12.0,2008.0,18.0
2026-02-23,노원구,월계동,주공2,53100,17.74208185860786,2992.8843989769816,10.0,1992.0,34.0
2026-02-23,노원구,상계동,보람아파트,55800,16.513900232931,3378.9716065213406,12.0,1988.0,38.0
2026-02-23,강북구,미아동,벽산라이브파크,72500,34.6915933085277,2089.8434775026158,7.0,2004.0,22.0
2026-02-23,도봉구,창동,창동주공1단지,43000,12.493571709471519,3441.769975786925,4.0,1990.0,36.0
2026-02-23,강동구,강일동,고덕리엔파크1단지,60000,18.099041050307047,3315.0927628280124,8.0,2011.0,15.0
2026-02-23,종로구,창신동,창신쌍용2,75000,19.560153673957103,3834.3257036807922,12.0,1993.0,33.0
2026-02-23,강서구,마곡동,벽산,90000,25.704086880237167,3501.3887254325055,14.0,1999.0,27.0
2026-02-23,성북구,정릉동,정릉풍림아이원,59000,18.114166439785826,3257.1192384769533,14.0,2005.0,21.0
2026-02-23,강북구,번동,번동한양아파트,52500,25.613334543364495,2049.7135939529935,2.0,1992.0,34.0
2026-02-23,구로구,구로동,주공1,97500,22.28877393592885,4374.399429967427,6.0,1986.0,40.0
2026-02-23,은평구,응암동,백련산힐스테이트3차,86500,25.540732673866355,3386.747009356863,4.0,2011.0,15.0
2026-02-23,구로구,구로동,주공1,98000,22.28877393592885,4396.832247557003,6.0,1986.0,40.0
2026-02-23,송파구,가락동,가락미륭아파트,195000,25.283601052727107,7712.508973438622,10.0,1986.0,40.0
2026-02-23,강서구,가양동,가양2단지(성지),62000,10.41836827298303,5951.02787456446,3.0,1992.0,34.0
2026-02-23,마포구,신공덕동,공덕프로포즈Ⅱ,12000,4.2441842877454095,2827.398431931575,16.0,2015.0,11.0
2026-02-23,양천구,목동,건영,70000,25.49233142753426,2745.923816304735,1.0,1994.0,32.0
2026-02-23,성북구,정릉동,정릉e-편한세상,75000,25.713162113924433,2916.794117647059,18.0,2006.0,20.0
2026-02-23,강서구,염창동,강서쌍용예가,102000,18.125964243579272,5627.286837230261,10.0,2014.0,12.0
2026-02-23,강서구,염창동,삼성한아름,90000,25.682911334966878,3504.275618374558,7.0,1993.0,33.0
2026-02-23,강서구,등촌동,서광등촌마을아파트,94000,18.050639803974953,5207.571644042232,19.0,1999.0,27.0
2026-02-23,강서구,염창동,강변힐스테이트,144000,25.710137036028677,5600.90363572185,9.0,2005.0,21.0
2026-02-23,강동구,명일동,삼익그린2차,195000,20.22869588891914,9639.771197846567,14.0,1983.0,43.0
2026-02-23,노원구,월계동,풍림아이원,105000,25.502314184590254,4117.273406640333,14.0,2005.0,21.0
2026-02-23,노원구,월계동,서울원 아이파크,163941,31.926974619596454,5134.874254555102,31.0,0.0,2026.0
2026-02-23,중구,만리동2가,서울역한라비발디센트럴,199000,25.706204434764196,7741.32176941996,7.0,2018.0,8.0
2026-02-23,중구,만리동2가,서울역센트럴자이,219800,22.049490274374566,9968.484407798158,19.0,2017.0,9.0
2026-02-23,금천구,시흥동,남서울힐스테이트,93500,25.615452097891524,3650.140534029311,16.0,2014.0,12.0
2026-02-23,양천구,신정동,목동신시가지9,293000,32.34715793931694,9057.982792481062,9.0,1987.0,39.0
2026-02-23,서대문구,남가좌동,DMC파크뷰자이1단지,166000,25.704389388026744,6458.040978686846,9.0,2015.0,11.0
2026-02-23,강서구,내발산동,마곡수명산파크4단지,117800,25.70106180234141,4583.468220338983,2.0,2008.0,18.0
2026-02-23,은평구,증산동,DMC센트럴자이(3단지),175000,25.676861179175365,6815.474787935909,14.0,2023.0,3.0
2026-02-23,강서구,방화동,방화5,43000,10.037208458117798,4284.059674502712,9.0,1994.0,32.0
2026-02-23,강서구,마곡동,마곡13단지힐스테이트마스터,129500,18.145022234322536,7136.943583074922,7.0,2017.0,9.0
2026-02-23,은평구,진관동,우물골2단지두산위브(204~208동)BL2-5,78000,17.959887467102277,4343.011622031329,4.0,2009.0,17.0
2026-02-23,동대문구,답십리동,우성그린,68500,17.956862389206524,3814.6976078167113,9.0,1997.0,29.0
2026-02-23,양천구,신정동,목동우성2,130900,25.70106180234141,5093.174788135593,15.0,2000.0,26.0
2026-02-23,성북구,돈암동,이수브라운스톤돈암,97500,25.704086880237167,3793.1711192185476,10.0,2004.0,22.0
2026-02-23,성북구,돈암동,이수브라운스톤돈암,89000,18.14744229663914,4904.272378729787,16.0,2004.0,22.0
2026-02-23,동작구,사당동,이너스내안애,103500,25.704086880237167,4026.597034247381,6.0,2012.0,14.0
